num_samples,nll_sin,nll_cos,nll_range,nll_total,mae_bearing_deg,mae_range_m,mae_euclidean_m,coverage_sin_1std,coverage_sin_2std,coverage_sin_3std,coverage_cos_1std,coverage_cos_2std,coverage_cos_3std,coverage_range_1std,coverage_range_2std,coverage_range_3std,coverage_bearing_1std,coverage_bearing_2std,coverage_bearing_3std,coverage_overall_1std,coverage_overall_2std,coverage_overall_3std
2912,-1.372665693962967,-1.9727830169620095,-2.4231483281313717,-5.768597039547595,11.776218711674868,6.525290869094513,17.37709782935761,0.8320741758241759,0.9804258241758241,0.9989697802197802,0.8499313186813187,0.967032967032967,0.9934752747252747,0.7671703296703297,0.9622252747252747,0.9938186813186813,0.8183379120879121,0.9766483516483516,0.9951923076923077,0.6356456043956044,0.9412774725274725,0.989010989010989
