condition,distance,below_min_count,low_count,med_count,high_count,very_high_count,above_max_count,below_min_pct,low_pct,med_pct,high_pct,very_high_pct,above_max_pct,ood_pct
awgn_-5dB,gmm_optimal_k,22.615411076711386,76335.67733058135,102433.86627106983,95733.41021671827,53855.89654282766,179522.53422772617,0.004452694028145355,15.029548365553602,20.167958171439846,18.8487214545895,10.60355825959781,35.3457610547911,35.35021374881924
