condition,distance,below_min_count,low_count,med_count,high_count,very_high_count,above_max_count,below_min_pct,low_pct,med_pct,high_pct,very_high_pct,above_max_pct,ood_pct
clutter_15dB,gmm_optimal_k,50.013759889920884,165633.06914344686,140272.13372893017,88896.9384244926,42379.220588235294,70672.62435500516,0.009847089192036463,32.61109759786236,27.617843869890798,17.50270492543721,8.343943065665027,13.914563451952565,13.924410541144603
