condition,distance,below_min_count,low_count,med_count,high_count,very_high_count,above_max_count,below_min_pct,low_pct,med_pct,high_pct,very_high_pct,above_max_pct,ood_pct
awgn_15dB,gmm_optimal_k,54.80245958032336,170089.6824905401,130878.27020983832,70074.67397660819,40214.98219814242,96591.58866529068,0.010789924785062405,33.48854950749356,25.768308619313558,13.796834436548675,7.917831361466422,19.017686150392727,19.02847607517779
