condition,distance,below_min_count,low_count,med_count,high_count,very_high_count,above_max_count,below_min_pct,low_pct,med_pct,high_pct,very_high_pct,above_max_pct,ood_pct
clutter_-5dB,gmm_optimal_k,11.278379772961816,46025.7549879601,103335.13536291709,119294.6590127279,64545.10595115239,174692.06630546955,0.0022205731344824642,9.061900474885036,20.34540688061466,23.487639202039734,12.708131054520615,34.394701814805465,34.396922387939945
