condition,distance,below_min_count,low_count,med_count,high_count,very_high_count,above_max_count,below_min_pct,low_pct,med_pct,high_pct,very_high_pct,above_max_pct,ood_pct
clutter_5dB,gmm_optimal_k,27.577915376676987,102804.10595115239,133096.85113519093,98628.67320261437,54054.2170622635,119292.57473340213,0.005429749593757282,20.24085377377465,26.20511969490119,19.41876283758631,10.642605110860222,23.487228833283876,23.49265858287763
