condition,distance,below_min_count,low_count,med_count,high_count,very_high_count,above_max_count,below_min_pct,low_pct,med_pct,high_pct,very_high_pct,above_max_pct,ood_pct
awgn_5dB,gmm_optimal_k,37.99045407636739,123750.2113863089,120851.70932232542,83110.31845545236,43685.52115583076,136468.24922600618,0.007479849356643655,24.36488221914159,23.794203101831332,16.363391202954173,8.601137450351002,26.868906176365254,26.8763860257219
