condition,distance,below_min_count,low_count,med_count,high_count,very_high_count,above_max_count,below_min_pct,low_pct,med_pct,high_pct,very_high_pct,above_max_pct,ood_pct
random_noise,gmm_optimal_k,16.234666666666666,41844.444,57307.374,135077.14333333334,57880.905333333336,215777.89866666668,0.0031964045698924734,8.23865218623992,11.283111375378025,26.59501467468918,11.396032583585349,42.48399277553764,42.48718918010753
