condition,distance,below_min_count,low_count,med_count,high_count,very_high_count,above_max_count,below_min_pct,low_pct,med_pct,high_pct,very_high_pct,above_max_pct,ood_pct
plain,gmm_optimal_k,117.68515651874785,345974.1160990712,138480.1240970072,22089.218438252494,1075.2270381836945,167.62917096663227,0.023170748117508,68.11801365987887,27.265019392839438,4.349093221997168,0.21169887187021455,0.03300410529679472,0.05617485341430272
